id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
1666322849,9e2e5fb5-0ce7-33ba-bc72-6bf9457e4bd7,  -27.144020,  -52.361810,2024-01-03 17:43:00,Brasil,SANTA CATARINA,SEARA,Mata Atlântica
1666547556,d08c8fe3-6ee6-3726-a2bd-8545c7887965,  -27.257810,  -51.837860,2024-01-05 17:26:00,Brasil,SANTA CATARINA,CONCÓRDIA,Mata Atlântica
1666547557,787330d0-087e-30a4-a7f4-936d622776bb,  -27.256160,  -51.823730,2024-01-05 17:26:00,Brasil,SANTA CATARINA,CONCÓRDIA,Mata Atlântica
1666547558,755b4723-bdc1-33ff-a68b-4f513f168ad8,  -27.153470,  -52.330160,2024-01-05 17:26:00,Brasil,SANTA CATARINA,SEARA,Mata Atlântica
1666547559,a829ca66-d653-391b-b8e0-9c028c61de55,  -27.039460,  -49.578890,2024-01-05 17:26:00,Brasil,SANTA CATARINA,IBIRAMA,Mata Atlântica
1666547560,47d6ef18-7437-3e60-ab7c-2f2067d8ae53,  -27.038060,  -49.568240,2024-01-05 17:26:00,Brasil,SANTA CATARINA,IBIRAMA,Mata Atlântica
1666547561,7e9cdc03-3154-3c28-8bfc-b74276764818,  -26.526690,  -50.273250,2024-01-05 17:26:00,Brasil,SANTA CATARINA,MAJOR VIEIRA,Mata Atlântica
1666775337,051eee7d-405f-3c84-8a05-49e4f677e29c,  -27.909180,  -51.014310,2024-01-07 17:11:00,Brasil,SANTA CATARINA,CERRO NEGRO,Mata Atlântica
1666775338,55ef56a4-3044-3411-b9dc-3defdd766bd6,  -27.771000,  -50.376940,2024-01-07 17:11:00,Brasil,SANTA CATARINA,LAGES,Mata Atlântica
1666775341,8bc3ef32-e6d7-3e3d-9f99-308f05e23485,  -26.192490,  -50.256610,2024-01-07 17:11:00,Brasil,SANTA CATARINA,TRÊS BARRAS,Mata Atlântica
1666775342,4bdc6337-0aef-32c0-b649-b309b5fb4763,  -26.187710,  -50.264080,2024-01-07 17:11:00,Brasil,SANTA CATARINA,TRÊS BARRAS,Mata Atlântica
1667095984,69bf7e39-4220-3804-a8a9-d95a3380de5c,  -27.753850,  -49.382770,2024-01-09 16:56:00,Brasil,SANTA CATARINA,ALFREDO WAGNER,Mata Atlântica
1667233574,030c2ad1-57f2-3ec2-ba4c-d5fe5e60a41c,  -26.670920,  -48.953530,2024-01-10 17:38:00,Brasil,SANTA CATARINA,MASSARANDUBA,Mata Atlântica
1667233575,40dcfc03-cf4b-316f-9c6e-f70f71b24f0c,  -26.073130,  -48.617870,2024-01-10 17:38:00,Brasil,SANTA CATARINA,ITAPOÁ,Mata Atlântica
1667233576,7b3eae2c-70d7-36d4-8f6e-9c098994e085,  -27.740510,  -49.736270,2024-01-10 17:38:00,Brasil,SANTA CATARINA,BOM RETIRO,Mata Atlântica
1667791879,6d359f39-10ef-31dc-9267-2737893c88b1,  -26.481260,  -48.992950,2024-01-14 17:06:00,Brasil,SANTA CATARINA,GUARAMIRIM,Mata Atlântica
1668094146,53afd9a9-85e1-3b1a-bb8a-f85942db114f,  -26.493830,  -49.072460,2024-01-16 16:52:00,Brasil,SANTA CATARINA,JARAGUÁ DO SUL,Mata Atlântica
1668533823,70c32eca-96d6-3a0a-9c99-3af4a5d4b319,  -28.328510,  -49.175770,2024-01-19 17:17:00,Brasil,SANTA CATARINA,SÃO LUDGERO,Mata Atlântica
1669215275,e7da16e5-d215-3115-9931-8893932f0355,  -27.212830,  -52.470670,2024-01-24 17:26:00,Brasil,SANTA CATARINA,PAIAL,Mata Atlântica
1671818796,e2e54c74-6e53-3dbc-86d4-bf3ef23c0d23,  -26.953580,  -48.747020,2024-01-31 17:21:00,Brasil,SANTA CATARINA,ITAJAÍ,Mata Atlântica
1671818797,bcede089-4237-377c-82c3-6f5d23e1e8cf,  -26.866210,  -49.092690,2024-01-31 17:21:00,Brasil,SANTA CATARINA,BLUMENAU,Mata Atlântica
1671818798,a571d3a9-516d-3b21-8ec9-f7d0a45d6e0e,  -26.752970,  -49.171590,2024-01-31 17:21:00,Brasil,SANTA CATARINA,POMERODE,Mata Atlântica
1671818809,ae4a42e1-e7b6-3be4-a1d2-499d275562fb,  -27.769320,  -50.378470,2024-01-31 17:21:00,Brasil,SANTA CATARINA,LAGES,Mata Atlântica
1671818810,7e517545-29e3-37cf-a33d-0b0a7e24cc0a,  -27.767640,  -50.363620,2024-01-31 17:21:00,Brasil,SANTA CATARINA,LAGES,Mata Atlântica
1671818811,f1ee63cf-0daa-343f-bbf0-bba7794dac82,  -27.507720,  -50.586540,2024-01-31 17:21:00,Brasil,SANTA CATARINA,SÃO JOSÉ DO CERRITO,Mata Atlântica
1671818812,44c9ab95-b851-3d85-8a40-30df1d81e677,  -27.506090,  -50.571880,2024-01-31 17:21:00,Brasil,SANTA CATARINA,SÃO JOSÉ DO CERRITO,Mata Atlântica
1672304464,ee4f2a75-5e8b-3df4-b2f8-aa3d8f9e3321,  -27.603030,  -50.781430,2024-02-03 17:47:00,Brasil,SANTA CATARINA,SÃO JOSÉ DO CERRITO,Mata Atlântica
1672304465,3a8891ae-8f6b-3473-ae57-38707d35bac4,  -27.148970,  -52.354310,2024-02-03 17:47:00,Brasil,SANTA CATARINA,SEARA,Mata Atlântica
1672689136,37f90284-a6aa-39c4-920b-2a525baf2623,  -27.955300,  -50.275820,2024-02-05 17:32:00,Brasil,SANTA CATARINA,LAGES,Mata Atlântica
1672689137,d6cd4eda-935e-3293-885f-a8f3fc0fb2ab,  -27.953860,  -50.264770,2024-02-05 17:32:00,Brasil,SANTA CATARINA,LAGES,Mata Atlântica
1672689138,67288087-5449-3ae9-95fe-67ebf1ada5d5,  -27.952440,  -50.253880,2024-02-05 17:32:00,Brasil,SANTA CATARINA,LAGES,Mata Atlântica
1672689139,5407e946-45d8-395c-ad9b-613b66cd5d84,  -27.708930,  -50.085010,2024-02-05 17:32:00,Brasil,SANTA CATARINA,LAGES,Mata Atlântica
1672689140,1385df39-2379-3890-9583-4b8a446b76c9,  -27.702700,  -50.092690,2024-02-05 17:32:00,Brasil,SANTA CATARINA,LAGES,Mata Atlântica
1672689141,a477b231-3a09-38e1-88f9-4b206157dcfe,  -27.701260,  -50.081950,2024-02-05 17:32:00,Brasil,SANTA CATARINA,LAGES,Mata Atlântica
1672689142,cbe9643e-1529-3976-9e71-60cca7b77d8c,  -27.691380,  -50.149660,2024-02-05 17:32:00,Brasil,SANTA CATARINA,LAGES,Mata Atlântica
1672689143,8201da8e-d96f-3c50-908b-a09ada966403,  -27.677840,  -50.409130,2024-02-05 17:32:00,Brasil,SANTA CATARINA,CORREIA PINTO,Mata Atlântica
1672689144,a9db1133-af6c-33bd-b7fc-3c7d5cb541c5,  -27.676410,  -50.398120,2024-02-05 17:32:00,Brasil,SANTA CATARINA,CORREIA PINTO,Mata Atlântica
1672689146,2169c69a-f532-3082-845a-a41cf4cb2558,  -26.966830,  -49.349980,2024-02-05 17:32:00,Brasil,SANTA CATARINA,ASCURRA,Mata Atlântica
1672689147,71704790-124e-330c-ad61-31a1dfd74f01,  -26.964680,  -52.540100,2024-02-05 17:32:00,Brasil,SANTA CATARINA,XAXIM,Mata Atlântica
1672689149,cb25a5af-cbec-3686-9e5f-dcf009a492f7,  -26.019040,  -50.003620,2024-02-05 17:32:00,Brasil,SANTA CATARINA,MAFRA,Mata Atlântica
1673124958,49112cfa-9ac4-34e7-9fbf-9bc450f685a0,  -27.961600,  -50.256890,2024-02-07 17:17:00,Brasil,SANTA CATARINA,LAGES,Mata Atlântica
1673124959,c98106f7-0561-36a7-9c61-225728024a6e,  -27.955310,  -50.264700,2024-02-07 17:17:00,Brasil,SANTA CATARINA,LAGES,Mata Atlântica
1673124960,db6aef98-bfbc-3d58-b842-f1d8df5664f3,  -27.856850,  -50.416550,2024-02-07 17:17:00,Brasil,SANTA CATARINA,LAGES,Mata Atlântica
1673124961,2e5e8443-f5c2-37fb-a0dc-22e7dcfc1fdc,  -27.780430,  -50.928410,2024-02-07 17:17:00,Brasil,SANTA CATARINA,CERRO NEGRO,Mata Atlântica
1673124962,54e4eedc-34c3-3a49-9761-3b65db5c7cf5,  -27.778420,  -50.908000,2024-02-07 17:17:00,Brasil,SANTA CATARINA,CERRO NEGRO,Mata Atlântica
1673124963,c9a0abcc-137c-33f6-9f7b-60a4b92acf23,  -27.768000,  -50.930050,2024-02-07 17:17:00,Brasil,SANTA CATARINA,CERRO NEGRO,Mata Atlântica
1673124964,6b4db554-a372-3883-925e-5f0d22afdd7f,  -27.765990,  -50.909470,2024-02-07 17:17:00,Brasil,SANTA CATARINA,CERRO NEGRO,Mata Atlântica
1673124965,cd74841a-ded4-3fff-b10e-b45eb8ba6fc7,  -27.696720,  -50.623470,2024-02-07 17:17:00,Brasil,SANTA CATARINA,SÃO JOSÉ DO CERRITO,Mata Atlântica
1673124966,c1819e9b-4fe1-369d-aca7-c9680ccdef51,  -27.694690,  -50.603890,2024-02-07 17:17:00,Brasil,SANTA CATARINA,SÃO JOSÉ DO CERRITO,Mata Atlântica
1673124967,98ac67ca-7c4a-312b-9ce5-0c635307d44f,  -27.029630,  -50.926460,2024-02-07 17:17:00,Brasil,SANTA CATARINA,FRAIBURGO,Mata Atlântica
1673124968,1190c7c2-dc05-3b36-809e-1f0a59cee234,  -26.715210,  -49.752880,2024-02-07 17:17:00,Brasil,SANTA CATARINA,ITAIÓPOLIS,Mata Atlântica
1673124969,8759b7df-7729-36ff-a471-19f1dff59851,  -26.454300,  -49.969080,2024-02-07 17:17:00,Brasil,SANTA CATARINA,ITAIÓPOLIS,Mata Atlântica
1673623490,e281e91b-6670-3709-a72b-fcf975dd765b,  -28.672830,  -49.421220,2024-02-10 17:41:00,Brasil,SANTA CATARINA,CRICIÚMA,Mata Atlântica
1673623493,afdd876e-31ec-36e1-97b4-0dbca0e7886c,  -27.896010,  -51.015500,2024-02-10 17:41:00,Brasil,SANTA CATARINA,CERRO NEGRO,Mata Atlântica
1673623494,3f430314-e405-3568-93b3-8a0b7f2465a7,  -26.642020,  -52.305340,2024-02-10 17:41:00,Brasil,SANTA CATARINA,ABELARDO LUZ,Mata Atlântica
1673920782,ebc579bd-997c-3b94-88da-4b04ad8a5219,  -27.970820,  -49.271070,2024-02-12 17:26:00,Brasil,SANTA CATARINA,SANTA ROSA DE LIMA,Mata Atlântica
1673920785,3ab3b0f8-1a75-30f0-81fe-9442064073c7,  -27.903130,  -51.007750,2024-02-12 17:26:00,Brasil,SANTA CATARINA,CERRO NEGRO,Mata Atlântica
1673920786,4b23ea9f-7082-3102-95ba-9a431c47fc5e,  -27.716930,  -49.520730,2024-02-12 17:26:00,Brasil,SANTA CATARINA,BOM RETIRO,Mata Atlântica
1673920787,f2d1b06e-a286-3f15-a32e-d90349f89844,  -27.715050,  -50.086020,2024-02-12 17:26:00,Brasil,SANTA CATARINA,LAGES,Mata Atlântica
1673920788,e3f9569a-cd57-37b0-8a08-a222f6c3a8f3,  -27.706590,  -50.100060,2024-02-12 17:26:00,Brasil,SANTA CATARINA,LAGES,Mata Atlântica
1673920789,247040ec-fa76-3f91-b699-4f6ce70e839c,  -27.705070,  -50.087400,2024-02-12 17:26:00,Brasil,SANTA CATARINA,LAGES,Mata Atlântica
1673920790,a8af8b33-4d1f-315d-b893-e3cc22abcaf8,  -27.652770,  -51.209040,2024-02-12 17:26:00,Brasil,SANTA CATARINA,CELSO RAMOS,Mata Atlântica
1673920791,9063327f-d6de-3745-91b2-65ceacc273b1,  -27.598150,  -50.046960,2024-02-12 17:26:00,Brasil,SANTA CATARINA,LAGES,Mata Atlântica
1673920793,517f9793-6181-3dbe-ba6f-11d0acd42cd0,  -27.092680,  -49.415880,2024-02-12 17:26:00,Brasil,SANTA CATARINA,APIÚNA,Mata Atlântica
1673920794,a753ff76-c596-35fe-add3-f6eee407e215,  -26.762650,  -52.232880,2024-02-12 17:26:00,Brasil,SANTA CATARINA,FAXINAL DOS GUEDES,Mata Atlântica
1673920795,61f9b73f-acea-3b94-b149-d8a53e7beff8,  -26.726040,  -50.229200,2024-02-12 17:26:00,Brasil,SANTA CATARINA,PAPANDUVA,Mata Atlântica
1673920796,7e6e9e21-9176-35e0-b2ff-9144423ad511,  -26.724580,  -50.217240,2024-02-12 17:26:00,Brasil,SANTA CATARINA,PAPANDUVA,Mata Atlântica
1673920799,45808cc7-3a83-38c7-8963-d3a58f186230,  -26.483360,  -48.744670,2024-02-12 17:26:00,Brasil,SANTA CATARINA,ARAQUARI,Mata Atlântica
1673920800,574b0175-c72e-3579-bfdb-5845a03973eb,  -26.480400,  -49.007940,2024-02-12 17:26:00,Brasil,SANTA CATARINA,GUARAMIRIM,Mata Atlântica
1673920802,7103d479-9ba1-3123-8791-42b6e2062df4,  -26.377590,  -48.714900,2024-02-12 17:26:00,Brasil,SANTA CATARINA,ARAQUARI,Mata Atlântica
1673920803,d8720a8a-cf99-3f1e-a5fd-51bb2c3f40f3,  -26.327480,  -49.579920,2024-02-12 17:26:00,Brasil,SANTA CATARINA,RIO NEGRINHO,Mata Atlântica
1673920804,7e642fb9-a7f3-3899-bf0e-e07b6c2520f3,  -26.317970,  -49.581520,2024-02-12 17:26:00,Brasil,SANTA CATARINA,RIO NEGRINHO,Mata Atlântica
1673920805,7efe7153-5169-39ae-b598-2f5271d0526e,  -26.079390,  -48.611100,2024-02-12 17:26:00,Brasil,SANTA CATARINA,ITAPOÁ,Mata Atlântica
1673920806,d7338a0a-03a4-3d40-8e65-ef1ea9ae9b08,  -26.037990,  -48.849660,2024-02-12 17:26:00,Brasil,SANTA CATARINA,GARUVA,Mata Atlântica
1674684199,3d95e955-4aec-3ade-86ab-0cfbdeadc190,  -29.025920,  -49.522890,2024-02-17 17:34:00,Brasil,SANTA CATARINA,BALNEÁRIO ARROIO DO SILVA,Mata Atlântica
1674684200,3af3df89-222c-3118-8f73-924da3b67df5,  -26.962510,  -52.531040,2024-02-17 17:36:00,Brasil,SANTA CATARINA,XAXIM,Mata Atlântica
1674983486,70a34a5f-d234-384b-bee5-b98c2463a2dc,  -26.640970,  -48.703330,2024-02-19 17:19:00,Brasil,SANTA CATARINA,BARRA VELHA,Mata Atlântica
1675183294,ba87e7f1-b338-39fc-99bf-7ae599535f5f,  -28.640480,  -49.134810,2024-02-20 18:02:00,Brasil,SANTA CATARINA,SANGÃO,Mata Atlântica
1675578856,be2d8658-3f22-302d-83ab-46105d6b10f0,  -26.438970,  -52.778100,2024-02-22 17:47:00,Brasil,SANTA CATARINA,SÃO LOURENÇO DO OESTE,Mata Atlântica
1675578857,6bd818f4-e5fc-362b-9229-3413d4e00f29,  -26.320750,  -53.667680,2024-02-22 17:47:00,Brasil,SANTA CATARINA,DIONÍSIO CERQUEIRA,Mata Atlântica
1675578858,40b6869d-dd11-3e74-b0fc-b25100251084,  -26.319310,  -53.656890,2024-02-22 17:47:00,Brasil,SANTA CATARINA,DIONÍSIO CERQUEIRA,Mata Atlântica
1676863577,78ad0d61-f179-3eba-baf0-a463f9b1b695,  -26.977830,  -48.641440,2024-03-02 17:24:00,Brasil,SANTA CATARINA,BALNEÁRIO CAMBORIÚ,Mata Atlântica
1678210624,ef2d9873-52d3-3da1-b14c-f6ee49bd0d6d,  -27.877390,  -50.689250,2024-03-12 17:41:00,Brasil,SANTA CATARINA,CAMPO BELO DO SUL,Mata Atlântica
1678210626,fe5d3141-d26f-3c6c-88c8-f3d6d569cec7,  -27.671800,  -50.666900,2024-03-12 17:41:00,Brasil,SANTA CATARINA,SÃO JOSÉ DO CERRITO,Mata Atlântica
1678210627,d0a9510f-1a06-382f-8811-1465f41fac73,  -27.317890,  -51.620380,2024-03-12 17:41:00,Brasil,SANTA CATARINA,OURO,Mata Atlântica
1678210628,7c743c77-0349-35a7-bbd3-7426aa7fab96,  -27.055780,  -51.589340,2024-03-12 17:41:00,Brasil,SANTA CATARINA,LUZERNA,Mata Atlântica
1678210629,bbdd3eb5-e728-3c08-80aa-f09c9c9d779a,  -27.054370,  -51.579120,2024-03-12 17:41:00,Brasil,SANTA CATARINA,LUZERNA,Mata Atlântica
1678210630,82db8f71-36d0-3e71-a41b-4955fc2b6530,  -26.900730,  -53.171440,2024-03-12 17:41:00,Brasil,SANTA CATARINA,CUNHA PORÃ,Mata Atlântica
1678210631,32f15782-f047-3c22-82eb-79d1523f4268,  -26.846810,  -50.949660,2024-03-12 17:41:00,Brasil,SANTA CATARINA,CAÇADOR,Mata Atlântica
1678210632,a6d41f53-eed0-3b3e-8c35-bead265f99f6,  -26.839300,  -50.961250,2024-03-12 17:41:00,Brasil,SANTA CATARINA,CAÇADOR,Mata Atlântica
1678210633,4c9284c4-4fa7-3797-bb62-02d15a93261b,  -26.837880,  -50.951290,2024-03-12 17:41:00,Brasil,SANTA CATARINA,CAÇADOR,Mata Atlântica
1678210634,8f7b222d-fc61-31ac-8591-323a6ed6c440,  -26.808990,  -51.602120,2024-03-12 17:41:00,Brasil,SANTA CATARINA,ÁGUA DOCE,Mata Atlântica
1678595503,9cd5baba-91ad-3c43-bb6b-97ca1fd3e784,  -28.999650,  -49.595970,2024-03-14 17:26:00,Brasil,SANTA CATARINA,ARARANGUÁ,Mata Atlântica
1678595505,ac633f8f-b84c-3f0d-a1bd-cf06d3eb8e05,  -28.461240,  -49.261940,2024-03-14 17:26:00,Brasil,SANTA CATARINA,URUSSANGA,Mata Atlântica
1678595506,63e85b48-0fa5-3ce5-96fd-c6efa8f0e375,  -28.147150,  -49.022010,2024-03-14 17:26:00,Brasil,SANTA CATARINA,SÃO MARTINHO,Mata Atlântica
1678595507,876f398b-cac3-3e86-8a96-a27b8e9e207e,  -28.021810,  -49.071640,2024-03-14 17:26:00,Brasil,SANTA CATARINA,SANTA ROSA DE LIMA,Mata Atlântica
1678595508,56b8e8c4-6c5a-362e-8254-a77cd39eb186,  -27.913800,  -49.093480,2024-03-14 17:26:00,Brasil,SANTA CATARINA,ANITÁPOLIS,Mata Atlântica
1678595509,fe1e97ab-96fd-31f8-aafc-eff703186b64,  -27.911290,  -49.100410,2024-03-14 17:26:00,Brasil,SANTA CATARINA,ANITÁPOLIS,Mata Atlântica
1678595510,563da7b4-c124-3d14-ac5c-1fd88116889b,  -27.909800,  -49.088680,2024-03-14 17:26:00,Brasil,SANTA CATARINA,ANITÁPOLIS,Mata Atlântica
1678595511,317672de-1828-3c8f-807e-b9d91ab31d01,  -27.725260,  -49.969580,2024-03-14 17:26:00,Brasil,SANTA CATARINA,BOCAINA DO SUL,Mata Atlântica
1678595512,da8a6643-734b-38f0-9898-0c986713ce49,  -27.511780,  -49.470250,2024-03-14 17:26:00,Brasil,SANTA CATARINA,IMBUIA,Mata Atlântica
1678595513,a33b982e-b9ac-3046-8258-33d039b876e1,  -27.510270,  -49.457840,2024-03-14 17:26:00,Brasil,SANTA CATARINA,IMBUIA,Mata Atlântica
1678595514,0310baa3-52cd-3718-9cbc-2114abaceeba,  -27.435520,  -49.267330,2024-03-14 17:26:00,Brasil,SANTA CATARINA,LEOBERTO LEAL,Mata Atlântica
1678595515,17c0e5bd-3911-35cf-9232-1d8c7d337fb3,  -27.398110,  -51.681860,2024-03-14 17:26:00,Brasil,SANTA CATARINA,CAPINZAL,Mata Atlântica
1678595516,c4f71261-f468-3ba2-9128-7a91e7c25c88,  -27.398010,  -51.670200,2024-03-14 17:26:00,Brasil,SANTA CATARINA,CAPINZAL,Mata Atlântica
1678595517,20303d67-38ed-30a0-8ac9-0ed265b570cd,  -27.290690,  -51.216060,2024-03-14 17:26:00,Brasil,SANTA CATARINA,CAMPOS NOVOS,Mata Atlântica
1678595518,8531d6be-f10e-39e7-9865-e70bd4ec092a,  -27.215020,  -50.462870,2024-03-14 17:26:00,Brasil,SANTA CATARINA,PONTE ALTA DO NORTE,Mata Atlântica
1678595519,b00526c0-e8e4-3d0a-85a9-9d21c0f4b5c4,  -27.158330,  -50.952000,2024-03-14 17:26:00,Brasil,SANTA CATARINA,MONTE CARLO,Mata Atlântica
1678595520,cfaae91b-c046-35b8-a68b-493eda05cd24,  -27.156670,  -50.937380,2024-03-14 17:26:00,Brasil,SANTA CATARINA,MONTE CARLO,Mata Atlântica
1678595521,7107f2eb-78e1-3618-9cb4-694ebff4bd79,  -27.144930,  -49.632710,2024-03-14 17:26:00,Brasil,SANTA CATARINA,RIO DO SUL,Mata Atlântica
1678595522,e952be6a-e6b6-3fb3-80de-dadceed8037f,  -27.131110,  -52.156020,2024-03-14 17:26:00,Brasil,SANTA CATARINA,ARABUTÃ,Mata Atlântica
1678595523,f6f5966c-54d4-3a88-b4c4-d18e9d0ad615,  -27.128930,  -50.694390,2024-03-14 17:26:00,Brasil,SANTA CATARINA,CURITIBANOS,Mata Atlântica
1678595524,ab268d77-05a0-394c-8cfd-2543d238574c,  -27.112080,  -51.555020,2024-03-14 17:26:00,Brasil,SANTA CATARINA,LUZERNA,Mata Atlântica
1678595525,1887497b-a823-3234-a24f-60bcfc76667a,  -27.111810,  -51.562160,2024-03-14 17:26:00,Brasil,SANTA CATARINA,JOAÇABA,Mata Atlântica
1678595526,4c04d71d-42da-35ec-bd59-8e658b6d0fa6,  -26.982920,  -52.053930,2024-03-14 17:26:00,Brasil,SANTA CATARINA,LINDÓIA DO SUL,Mata Atlântica
1678595527,22302d35-6436-3b5b-8e76-584447e9ea86,  -26.921830,  -51.277010,2024-03-14 17:26:00,Brasil,SANTA CATARINA,VIDEIRA,Mata Atlântica
1678595528,13d21dfb-8d27-35c7-aa8c-8f06e6c878b2,  -26.786470,  -49.774840,2024-03-14 17:26:00,Brasil,SANTA CATARINA,VITOR MEIRELES,Mata Atlântica
1678595529,2b0156fb-2325-3ab5-a227-af2e7df1de09,  -26.784960,  -49.762710,2024-03-14 17:26:00,Brasil,SANTA CATARINA,VITOR MEIRELES,Mata Atlântica
1678595533,c194e038-eea8-3c7c-941f-409406bdcbe8,  -26.099800,  -50.141770,2024-03-14 17:26:00,Brasil,SANTA CATARINA,MAFRA,Mata Atlântica
1678595537,29a23445-1d7d-334a-be5c-55a6ecb1de67,  -26.020800,  -49.032980,2024-03-14 17:26:00,Brasil,SANTA CATARINA,GARUVA,Mata Atlântica
1678777938,d188ef96-4965-3afb-95b9-bb15c89df716,  -26.388640,  -51.205370,2024-03-15 18:09:00,Brasil,SANTA CATARINA,PORTO UNIÃO,Mata Atlântica
1680176263,a0ef1e40-e6d0-3755-ba0b-7f49f8d5dfc3,  -26.899350,  -51.100560,2024-03-26 17:28:00,Brasil,SANTA CATARINA,RIO DAS ANTAS,Mata Atlântica
1680176284,b3641f55-cb9d-3b27-8b3f-a6a619f967de,  -27.846530,  -50.697510,2024-03-26 17:28:00,Brasil,SANTA CATARINA,CAMPO BELO DO SUL,Mata Atlântica
1680176285,9e969f09-d337-35c4-885e-8e9736b7d42e,  -27.844920,  -50.683840,2024-03-26 17:28:00,Brasil,SANTA CATARINA,CAMPO BELO DO SUL,Mata Atlântica
1680176286,73bafc99-459c-369f-9185-84aac17b2028,  -27.836190,  -50.699020,2024-03-26 17:28:00,Brasil,SANTA CATARINA,CAMPO BELO DO SUL,Mata Atlântica
1680176287,10418ceb-2689-307f-867a-f62d8d346009,  -27.380020,  -51.689040,2024-03-26 17:28:00,Brasil,SANTA CATARINA,CAPINZAL,Mata Atlântica
1680176295,ca8993da-0547-3ebb-8338-a908339736b8,  -27.378310,  -51.673490,2024-03-26 17:28:00,Brasil,SANTA CATARINA,CAPINZAL,Mata Atlântica
1680410870,3213698b-e098-3441-95f4-12396e947261,  -26.520880,  -50.101160,2024-03-27 18:09:00,Brasil,SANTA CATARINA,SANTA TEREZINHA,Mata Atlântica
1680410871,2a22f21f-6a02-3ab1-bab8-0e2f7b9c1c9f,  -26.972290,  -52.013400,2024-03-27 18:09:00,Brasil,SANTA CATARINA,LINDÓIA DO SUL,Mata Atlântica
1680410872,8c3598c0-0d11-320c-a818-11b2667135e7,  -26.970880,  -52.007910,2024-03-27 18:09:00,Brasil,SANTA CATARINA,LINDÓIA DO SUL,Mata Atlântica
1680410873,04ac36cb-df70-3d48-830e-c202bf4a597c,  -26.969350,  -51.997060,2024-03-27 18:09:00,Brasil,SANTA CATARINA,IRANI,Mata Atlântica
1680513271,f121edfa-0f37-33ce-baa0-aa08cef651e7,  -27.295020,  -48.672210,2024-03-28 17:13:00,Brasil,SANTA CATARINA,TIJUCAS,Mata Atlântica
1680513273,4077e25b-4792-3682-bc35-87cdf02a8754,  -27.692730,  -50.093570,2024-03-28 17:13:00,Brasil,SANTA CATARINA,LAGES,Mata Atlântica
1680513274,64966c51-b0eb-3bbf-b7a2-30762df43d85,  -27.688990,  -50.089130,2024-03-28 17:13:00,Brasil,SANTA CATARINA,LAGES,Mata Atlântica
1680513275,1713e1a0-ea37-3385-bd51-16f2037ff394,  -26.958510,  -50.710270,2024-03-28 17:13:00,Brasil,SANTA CATARINA,LEBON RÉGIS,Mata Atlântica
1680513276,c4e6192a-e806-3f99-8710-847fa9731860,  -26.951030,  -50.717810,2024-03-28 17:13:00,Brasil,SANTA CATARINA,LEBON RÉGIS,Mata Atlântica
1680661298,11855bea-e686-342f-b0db-b12a2139c4b4,  -27.673470,  -50.520860,2024-03-29 17:54:00,Brasil,SANTA CATARINA,SÃO JOSÉ DO CERRITO,Mata Atlântica
1680661299,ce5c8893-24fc-3750-afcd-fd8b9dfbe69c,  -27.667400,  -50.517280,2024-03-29 17:54:00,Brasil,SANTA CATARINA,SÃO JOSÉ DO CERRITO,Mata Atlântica
1680960579,23280a7b-8c5d-3ce7-a92f-afeabac3fcc3,  -26.868810,  -48.830210,2024-03-31 17:39:00,Brasil,SANTA CATARINA,ILHOTA,Mata Atlântica
1681268452,38223453-e60d-313f-a12a-aff010ebba03,  -26.687900,  -50.630040,2024-04-02 17:22:00,Brasil,SANTA CATARINA,TIMBÓ GRANDE,Mata Atlântica
1681268453,9f041a98-1213-3dba-8965-4517a5f62c6d,  -27.111120,  -52.091860,2024-04-02 17:22:00,Brasil,SANTA CATARINA,IPUMIRIM,Mata Atlântica
1681268454,69d01da8-4f7e-38f6-a28b-e578a229bcb9,  -27.113320,  -52.114500,2024-04-02 17:22:00,Brasil,SANTA CATARINA,IPUMIRIM,Mata Atlântica
1681268455,d2273dd6-d479-3253-b59c-2cca655b4c8e,  -27.170790,  -48.823800,2024-04-02 17:22:00,Brasil,SANTA CATARINA,CANELINHA,Mata Atlântica
1681268456,80164f35-9081-3b07-a229-4a810aa99f2f,  -27.330650,  -49.948780,2024-04-02 17:22:00,Brasil,SANTA CATARINA,POUSO REDONDO,Mata Atlântica
1681430825,6ecf802d-d10b-350c-bd52-340038267ec6,  -27.882400,  -50.661140,2024-04-03 18:02:00,Brasil,SANTA CATARINA,CAMPO BELO DO SUL,Mata Atlântica
1681430826,cb20b954-a662-367d-8b44-67ea7a87cf28,  -27.871900,  -50.663390,2024-04-03 18:02:00,Brasil,SANTA CATARINA,CAMPO BELO DO SUL,Mata Atlântica
1681431486,3f701186-8533-31b5-badf-435ef48e36f4,  -27.721820,  -49.961470,2024-04-03 18:02:00,Brasil,SANTA CATARINA,BOCAINA DO SUL,Mata Atlântica
1681431501,accd5017-296e-3759-8f6c-ea9034f7e7dc,  -27.884920,  -50.675330,2024-04-03 18:02:00,Brasil,SANTA CATARINA,CAMPO BELO DO SUL,Mata Atlântica
1681431502,6340b90d-4068-39e7-a08d-a528317e96d3,  -27.709460,  -50.079130,2024-04-03 18:02:00,Brasil,SANTA CATARINA,LAGES,Mata Atlântica
1681431503,a3631ba7-69c2-3bd2-9805-3dd7e09ab18b,  -27.708170,  -50.086400,2024-04-03 18:02:00,Brasil,SANTA CATARINA,LAGES,Mata Atlântica
